headline,field,region,year,sentiment
Pakistan: 'Need to initiate global campaign against commercial aquaculture',Aquaculture,Pakistan,2011,-1
Aquaculture Disappoints Esau,Aquaculture,Namibia,2011,-1
Cell Aquaculture upgrades Thailand production facility,Aquaculture,Australia,2011,0
Fish farm sues activist group over 'Salmon Farming Kills' campaign,Aquaculture,Canada,2011,-1
An act for fi sh farms; Aquaculture industry needs updated legal oversight,Aquaculture,Canada,2011,-1
Aquaculture program offered in state webinar,Aquaculture,USA,2011,0
Facts from aquaculture industry come under fire,Aquaculture,Canada,2011,-1
Conference highlight's state's aquaculture industry,Aquaculture,USA,2011,0
U.S. Proposes Aquaculture Guidelines,Aquaculture,USA,2011,0
N.C. aquaculture conference this week,Aquaculture,USA,2011,0
Finding the pot of gold in a fish pond,Aquaculture,South Africa,2011,1
Opening of aquaculture course hailed,Aquaculture,New Zealand,2011,1
Economic potential in aquaculture,Aquaculture,Wales,2011,1
"Global fish farm production soars; But aquaculture's growth faces limits, even as it tops traditional fisheries",Aquaculture,USA,2011,1
Feb. hearings on proposed oyster aquaculture plan,Aquaculture,USA,2011,0
Fisheries Department Reiterates Need for More Aquaculture Practice,Aquaculture,Gambia,2011,1
Nothing fishy about it,Aquaculture,India,2011,1
Aquaculture changes will create Nanaimo jobs,Aquaculture,Canada,2011,1
New This Week,Aquaculture,Chile,2011,0
Aquaculture forum planned for Jan. 15 in Lewisburg,Aquaculture,USA,2011,0
"Island gains 43 jobs in aquaculture; Most employees will be at work within next three weeks, DFO says",Aquaculture,Canada,2011,1
Aquaculture forum planned in January in Lewisburg,Aquaculture,USA,2010,0
BRIEF: Idaho aquaculture producers eligible for grant funding,Aquaculture,USA,2010,0
EU aquaculture plan described as positive,Aquaculture,United Kingdom,2010,1
New rules open way for fin fish farming,Aquaculture,New Zealand,2010,1
Law gives marine farms fast track,Aquaculture,New Zealand,2010,1
Aquaponics catching interest,Aquaculture,Wales,2010,1
New coalition wants major changes to aquaculture methods,Aquaculture,Canada,2010,-1
Aqua the key word to growth,Aquaculture,Australia,2010,1
Cell Aquaculture begins Thailand production,Aquaculture,Thailand,2010,0
More rohu for the Bengali plate,Aquaculture,India,2010,0
NFA boosts aquaculture,Aquaculture,Papua New Guinea,2010,1
Course offers pathway to aquaculture,Aquaculture,New Zealand,2010,1
FAO proposes new guidelines for aquaculture certification,Aquaculture,Philippines,2010,0
Sassi aquaculture guide a big mistake,Aquaculture,South Africa,2010,-1
Fish is Among Continent's Most Valuable Natural Resources,Aquaculture,Banjul,2010,1
Worthy Sassi list leads consumers into sea of confusion,Aquaculture,South Africa,2010,-1
Government of Canada Invests in Nova Scotia's Aquaculture Industry,Aquaculture,Canada,2010,1
Boost for inland aquaculture,Aquaculture,Sri Lanka,2010,1
Harper Government Supports Six Innovative B.c. Aquaculture Projects,Aquaculture,Canada,2010,1
'Huge leaps being taken',Aquaculture,United Kingdom,2010,1
"Cockles show promise as aquaculture product; Lowly bivalve robust species, quick to grow, say scientists",Aquaculture,Canada,2010,1
Foreshore and seabed win for aquaculture,Aquaculture,New Zealand,2010,1
FISH FARMS HOPE TO CATCH EYES,Aquaculture,USA,2010,1
"CIFA holds workshop, training on community aquaculture",Aquaculture,India,2010,0
USA: MEPs call for strong European aquaculture sector,Aquaculture,United Kingdom,2010,1
LETTERS TO THE EDITOR,Aquaculture,Australia,2010,0
Aquaculture production increases; Environmental JOurnal,Aquaculture,USA,2010,1
The world's our oyster . . .,Aquaculture,Australia,2010,1
Aquaculture production evolves as a new avenue,Aquaculture,Australia,2010,1
Fish farms are more of a scientific issue,Aquaculture,Canada,2010,-1
Is salmon farming sustainable?,Aquaculture,Canada,2010,-1
"Viet Nam, Egypt sign fishery, aquaculture agreement",Aquaculture,Viet Nam,2010,1
Report emphasizes economic importance of B.C. fish farms,Aquaculture,Canada,2010,1
Huon fish farm lands top awards,Aquaculture,Australia,2010,1
Canada's aquaculture industry netting $2.1 billion annually: report,Aquaculture,Canada,2010,1
Pakistan: More research needed in conservation & management of biodiversity,Aquaculture,Pakistan,2010,0
Fishing Policy Must Be Consistent,Aquaculture,USA,2010,-1
Brunei: Bimp-Eaga holds high value aquaculture conference,Aquaculture,Philippines,2010,0
"NOAA launches aquaculture plan, economic incentives",Aquaculture,USA,2010,0
Boosting aquaculture in regional growth area,Aquaculture,Malaysia,2010,1
BMIP-EAGA to open investment conference on high-value aquaculture,Aquaculture,Philippines,2010,0
Sri Lanka: US govt study identifies aquaculture opportunities in Eastern Sri Lanka,Aquaculture,Sri Lanka,2010,1
Highlands keen on fish farming,Aquaculture,Australia,2010,1
Fish farms could heal themselves; UVic is part of a group studying new aquaculture techniques,Aquaculture,Canada,2010,1
Hooked to success,Aquaculture,India,2010,1
Provincial journal,Aquaculture,Canada,2010,0
FISHERIES : MEPS AND SECTOR PUSH FOR MORE COMPETITIVE AQUACULTURE,Aquaculture,United Kingdom,2010,0
Special Report: A new paradigm in aquaculture,Aquaculture,Malaysia,2010,0
Bureau nets fresh catch,Aquaculture,Australia,2010,0
"Cell Aquaculture appoints finance director, holds 1.6m shares",Aquaculture,Australia,2010,0
Cell Aquaculture issue 25.2m shares,Aquaculture,Australia,2010,0
Aquaculture viable if planned responsibly; U.S. bill aims to set standards to ensure environment is respected,Aquaculture,USA,2010,1
Research led by UNBSJ prof gets $5M in funding,Aquaculture,Canada,2010,1
European Fund invests $2.4m in Cell Aquaculture,Aquaculture,Malaysia,2010,1
Aquaculture plans a worry for environmental groups,Aquaculture,New Zealand,2010,-1
B.C. slaps moratorium on finfish aquaculture licences,Aquaculture,Canada,2010,-1
Govt shells out to aquaculture,Aquaculture,New Zealand,2010,0
Aquaculture changes will come at cost - experts,Aquaculture,New Zealand,2009,-1
Aquatic growth,Aquaculture,India,2009,0
Employment and income generator for East,Aquaculture,Sri Lanka,2009,1
Trout farm ban costs New Zealand millions in lost revenue,Aquaculture,New Zealand,2009,0
No funding for agency,Aquaculture,New Zealand,2009,0
Cautious support,Aquaculture,New Zealand,2009,0
Job created to push bid for aquaculture,Aquaculture,New Zealand,2009,1
Marine-farm law changes eyed,Aquaculture,New Zealand,2009,-1
Kick-start for aquaculture,Aquaculture,New Zealand,2009,1
Provincial journal,Aquaculture,Canada,2010,0
Local fish farms vie for awards,Aquaculture,Australia,2009,0
"Trajectory of aquaculture extraordinary; Industry But Atlantic Canadians must invest heavier in science and technology, expert says",Aquaculture,Canada,2009,1
Farm-Fresh Fish -- With a Catch; Aquaculture Boom Raises Concerns,Aquaculture,USA,2009,-1
Aquaculture coordinator featured speaker at Salmon Forum,Aquaculture,USA,2009,0
Rules Guiding Fish Farming In the Gulf Are Readied,Aquaculture,USA,2009,0
Scotland agrees aquaculture deal with Norway,Aquaculture,Scotland,2009,1
Keeping firm grip on aquaculture Controlled approach despite Asian farmers stealing march,Aquaculture,Australia,2009,-1
Fishermen reeling,Aquaculture,Australia,2009,-1
Anglers reeling,Aquaculture,Australia,2009,-1
Guyana receives international assistance in aquaculture development,Aquaculture,Caribbean,2009,1
FISHERIES COUNCIL : MINISTERS WILLING TO GIVE BOOST TO AQUACULTURE,Aquaculture,United Kingdom,2009,1
Bid to resurrect aquaculture body,Aquaculture,United Kingdom,2009,1
Tide turning as aquaculture produces good quality fish; Canada accounts for only 0.2% of farmed seafood,Aquaculture,Canada,2009,1
WWF aquaculture green plan for shrimp and scallops sparks outrage,Aquaculture,United Kingdom,2009,-1
Heatley plans sea change in aquaculture,Aquaculture,New Zealand,2009,0
"Canada's aquaculture could be worth $2.8B - with help; Growth Many areas of the country are held back by inadequate public infrastructure, industry executive says",Aquaculture,Canada,2009,1
FISHERIES : COMMISSION ACTS TO BOLSTER EUROPEAN AQUACULTURE,Aquaculture,United Kingdom,2009,1
Western Cape tables strategy for fish farms,Aquaculture,South Africa,2009,-1
Aquaculture review could scrap AMAs,Aquaculture,New Zealand,2009,0
Officials tout potential of aquaculture,Aquaculture,Canada,2009,1
"Shucking the expanding market; Aquaculture Streamlining regulation, marketing region's products and resource sharing all(part of emerging policy",Aquaculture,Canada,2009,1
Shaping the - relatively young - aquaculture industry; Aquaculture Leaders meeting with ministers for a two-day summit that wraps up today,Aquaculture,Canada,2009,1
Changes on the cards for fish farming,Aquaculture,South Africa,2009,0
Salmon swimming against the recession; Aquaculture Sector gathering to outline priorities that will enable it to grow to its full potential,Aquaculture,Canada,2009,1
AQUACULTURE : COMMISSION ACTS TO BOLSTER EUROPEAN AQUACULTURE,Aquaculture,United Kingdom,2009,1
Aquaculture could yield more Irish jobs,Aquaculture,Ireland,2009,1
Letters to the Editor,Aquaculture,Australia,2010,0
Cell Aquaculture harvest first commercial barramundi,Aquaculture,Australia,2009,1
Can aquaculture save the oyster industry?,Aquaculture,USA,2009,0
Cooke Aquaculture setting up farmed cod demonstration project,Aquaculture,Canada,2009,0
A letter to the Minister of Fisheries...,Aquaculture,Canada,2009,0
Cell Aquaculture has $680k loss,Aquaculture,Australia,2009,-1
Aquaculture mulls improving its image; Promotion Fish farmer wants to know what province is going to do back up industry,Aquaculture,Canada,2009,-1
A focused strategy for success; Award Cooke Aquaculture Inc. named one of Canada's 50 best managed companies,Aquaculture,Canada,2009,1
Aquaculture hearings scheduled; Sessions lead up to industry summit in April,Aquaculture,Canada,2009,0
Family-owned firm takes pride in values,Aquaculture,Canada,2009,1
Federal government shows faith in aquaculture,Aquaculture,Canada,2009,1
"Feds spread aquaculture net wider, beyond salmon",Aquaculture,Canada,2009,1
Looser legal net urged for aquaculture; New Fisheries chief calls for less red tape to help WA catch up with world initiatives on big fish-farming projects,Aquaculture,Australia,2009,1
Mangrove forests still under threat,Aquaculture,Malaysia,2008,-1
Greater space for marine farming,Aquaculture,New Zealand,2008,1
Australis Aquaculture wins new $US1m loan,Aquaculture,USA,2008,1
Minister gets first-hand look at aquaculture industry,Aquaculture,Canada,2008,0
Aquaculture holds gleaming prospects,Aquaculture,Malaysia,2008,1
Clammers debate aquaculture rights,Aquaculture,USA,2008,-1
Small fishers hard put to meet demand,Aquaculture,Philippines,2008,0
Payout to iwi set to lift region,Aquaculture,New Zealand,2008,0
Aquaculture plan is OK,Aquaculture,USA,2008,0
Fish-farm cages shifted from controversial site; Aquaculture High tides kept fish from eating and growing,Aquaculture,Canada,2008,-1
FISHERIES : PARLIAMENT CALLS FOR FINANCIAL SUPPORT FOR AQUACULTURE,Aquaculture,United Kingdom,2008,1
Feed them to the fishes,Aquaculture,Austria,2008,0
Iwi unveils plans for seafood centre; AQUACULTURE DEVELOPMENT,Aquaculture,New Zealand,2008,1
"Seafood centre planned; Iwi to foster research, aquaculture",Aquaculture,New Zealand,2008,1
"Government trying to destroy aquaculture sector, IFA claims",Aquaculture,Ireland,2008,-1
Aquaculture soon to replace commercial fishing operations,Aquaculture,Australia,2008,0
"State may require waste discharge options; Water board, in effort to protect aquaculture, seeks input on disposal policies",Aquaculture,USA,2008,1
Aquaculture is the future `Australia imports about 70 per cent of the seafood we consume',Aquaculture,Australia,2008,1
Aquaculture plant set for Machiasport,Aquaculture,USA,2008,0
Funds boost regional aquaculture industry,Aquaculture,New Zealand,2008,1
IFA claims licence delays are harming aquaculture,Aquaculture,Ireland,2008,1
Taking Stock,Aquaculture,Australia,2008,0
Australis Aquaculture begins stocking Viet Namnam operations,Aquaculture,Australia,2008,1
REGULATION ON AQUACULTURE STATISTICS,Aquaculture,United Kingdom,2008,0
'Fifth-largest company in the world in aquaculture' receives government loan,Aquaculture,Canada,2008,1
Casting the fish net wide; Fishing Industry Cooke Aquaculture Inc. expanding operations with funding deal,Aquaculture,Canada,2008,1
Booming industry flexes its mussels,Aquaculture,Australia,2008,1
Australis Aquaculture to set up in Viet Namnam,Aquaculture,Australia,2008,1
Aquaculture The $70 billion industry is now the world's fastest-growing source of food production,Aquaculture,USA,2008,1
'Great expectations'; Aquaculture facility in Franklin celebrates mission to raise quality salmon,Aquaculture,USA,2008,1
Vying for awards in aquaculture sector,Aquaculture,Scotland,2008,0
Demand for farmed fish growing; Deck head,Aquaculture,Canada,2008,1
Aquaculture production strategy smells a bit fishy to some,Aquaculture,Australia,2008,-1
WWF to protect shellfish industry,Aquaculture,New Zealand,2008,1
Cell Aquaculture restructures board,Aquaculture,Australia,2008,0
Aquaculture a worthwhile angle,Aquaculture,Australia,2008,1
Microgreens prize-winning idea for N.B. entrepreneurs; Awards Innovative aquaculture startup in St. Andrews wins Innovation Foundation honour,Aquaculture,Canada,2008,1
Fishermen fear impact of Maces Bay fish farm,Aquaculture,Canada,2008,-1
Awards scheme will now cover entire aquaculture sector,Aquaculture,Scotland,2008,0
Farm frenzy; Aquaculture will soon surpass wild-caught fish as the leading source for seafood,Aquaculture,USA,2008,1
"'Simplistic' salmon report slammed by industry; 'Pure and utter nonsense,' Wash. aquaculture consultant claims",Aquaculture,Canada,2008,-1
"Salmon report spurs debate; Report says sea lice from farms is hurting fish stocks, but critics say study is too simple",Aquaculture,Canada,2008,-1
Fish farms harm wild salmon: report,Aquaculture,Canada,2008,-1
RURAL SERIES WEEK 6 OF 6 SEAFOOD $1bn to flow from ocean's bounty,Aquaculture,Australia,2008,0
Aquaculture group plans expansion,Aquaculture,Australia,2008,1
Three agencies to combat pollution from aquaculture,Aquaculture,Philippines,2008,0
Aquaculture association for Wales launches,Aquaculture,Wales,2008,1
Cell Aquaculture has $1m cash,Aquaculture,Australia,2008,1
What's free about free-market aquaculture?,Aquaculture,USA,2008,0
Chance to reel in a fish farm with lease near Port Lincoln,Aquaculture,USA,2008,-1
"Aquaculture sites crowding them out, herring fishermen contend",Aquaculture,Canada,2008,-1
Lotus key to a new blooming industry,Aquaculture,Australia,2008,1
Council draws a line in the sand on aquaculture,Aquaculture,USA,2008,-1
Fish list reels in bulls,Aquaculture,Australia,2008,0
Future holds promise for high-end wild fish products,Aquaculture,USA,2008,1
Lotus industry mooted Project blossoming,Aquaculture,Australia,2008,1
Cell Aquaculture raises $1.2m,Aquaculture,Australia,2007,1
2008 Aquaculture Forum Jan. 19,Aquaculture,USA,2007,0
Hunt is on for top learners; express careers,Aquaculture,Scotland,2007,0
Open ocean farms could feed the world; Food: Official at aquaculture conference warns we need a replacement for dwindling fish stocks,Aquaculture,Canada,2007,1
Aquaculture industry looks at developments; Technology Conference explores ways of moving cages further offshore,Aquaculture,Canada,2007,1
Aquaculture's £400m boost for economy,Aquaculture,Scotland,2007,1
Aquaculture stance questioned,Aquaculture,New Zealand,2007,-1
"Offshore aquaculture the wave of the future; Lobbying: N.B. minister, counterparts seek long-term strategy",Aquaculture,Canada,2007,1
